trip_id,route_id,direction_id,stop_id,next_stop_id,segment_id,stop_sequence,tod_min,dep_tod_min_mod,travel_time_min,dist_m
10_D0_T002,10,0,HT_111,HT_112,HT_111->HT_112,24,389.0,389.0,1.0,524.6009096261446
10_D0_T002,10,0,HT_112,HT_075,HT_112->HT_075,25,390.0,390.0,1.0,557.5223369048684
10_D0_T002,10,0,HT_075,HT_125,HT_075->HT_125,26,391.0,391.0,2.0,507.7428337078219
10_D0_T002,10,0,HT_125,HT_102,HT_125->HT_102,27,393.0,393.0,1.0,1438.0678534801084
10_D0_T002,10,0,HT_102,HT_184,HT_102->HT_184,28,394.0,394.0,1.0,1923.2755811559157
10_D0_T002,10,0,HT_184,HT_121,HT_184->HT_121,29,395.0,395.0,1.0,654.4823595688364
10_D0_T003,10,0,HT_134,HT_152,HT_134->HT_152,2,381.0,381.0,2.0,754.0737446586786
10_D0_T003,10,0,HT_015,HT_039,HT_015->HT_039,4,383.0,383.0,2.0,1292.2001908806324
10_D0_T003,10,0,HT_039,HT_193,HT_039->HT_193,5,385.0,385.0,1.0,356.23792128723494
10_D0_T003,10,0,HT_193,HT_120,HT_193->HT_120,6,386.0,386.0,2.0,553.6494717531107
10_D0_T003,10,0,HT_120,HT_240,HT_120->HT_240,7,388.0,388.0,1.0,598.3333594123592
10_D0_T003,10,0,HT_240,HT_075,HT_240->HT_075,8,389.0,389.0,2.0,1054.4423460175076
10_D0_T003,10,0,HT_075,HT_213,HT_075->HT_213,9,391.0,391.0,2.0,761.0878659805655
10_D0_T003,10,0,HT_213,HT_235,HT_213->HT_235,10,393.0,393.0,1.0,353.3463209925087
10_D0_T003,10,0,HT_235,HT_077,HT_235->HT_077,11,394.0,394.0,4.0,9155.531068522061
10_D0_T003,10,0,HT_077,HT_043,HT_077->HT_043,12,398.0,398.0,1.0,8049.367702751972
10_D0_T003,10,0,HT_043,HT_101,HT_043->HT_101,13,399.0,399.0,1.0,483.9161277594037
10_D0_T003,10,0,HT_101,HT_007,HT_101->HT_007,14,400.0,400.0,1.0,3350.237083042518
10_D0_T003,10,0,HT_007,HT_237,HT_007->HT_237,15,401.0,401.0,2.0,1542.5334493279713
10_D0_T003,10,0,HT_237,HT_191,HT_237->HT_191,16,403.0,403.0,1.0,1002.1309381595913
10_D0_T003,10,0,HT_191,HT_183,HT_191->HT_183,17,404.0,404.0,1.0,294.93871109738245
10_D0_T003,10,0,HT_183,HT_237,HT_183->HT_237,18,405.0,405.0,2.0,1109.7797711046592
10_D0_T003,10,0,HT_237,HT_241,HT_237->HT_241,19,407.0,407.0,2.0,1007.703779498143
10_D0_T003,10,0,HT_241,HT_192,HT_241->HT_192,20,409.0,409.0,1.0,753.7652235393344
10_D0_T003,10,0,HT_192,HT_110,HT_192->HT_110,21,410.0,410.0,2.0,1395.1844675874127
10_D0_T003,10,0,HT_110,HT_110,HT_110->HT_110,22,412.0,412.0,1.0,0.0
10_D0_T003,10,0,HT_110,HT_111,HT_110->HT_111,23,413.0,413.0,1.0,489.4173089442673
10_D0_T003,10,0,HT_111,HT_112,HT_111->HT_112,24,414.0,414.0,1.0,524.6009096261446
10_D0_T003,10,0,HT_112,HT_075,HT_112->HT_075,25,415.0,415.0,1.0,557.5223369048684
10_D0_T003,10,0,HT_075,HT_125,HT_075->HT_125,26,416.0,416.0,2.0,507.7428337078219
10_D0_T003,10,0,HT_125,HT_102,HT_125->HT_102,27,418.0,418.0,1.0,1438.0678534801084
10_D0_T003,10,0,HT_102,HT_184,HT_102->HT_184,28,419.0,419.0,1.0,1923.2755811559157
10_D0_T003,10,0,HT_184,HT_121,HT_184->HT_121,29,420.0,420.0,2.0,654.4823595688364
10_D0_T004,10,0,HT_134,HT_152,HT_134->HT_152,2,406.0,406.0,2.0,754.0737446586786
10_D0_T004,10,0,HT_015,HT_039,HT_015->HT_039,4,408.0,408.0,2.0,1292.2001908806324
10_D0_T004,10,0,HT_039,HT_193,HT_039->HT_193,5,410.0,410.0,1.0,356.23792128723494
10_D0_T004,10,0,HT_193,HT_120,HT_193->HT_120,6,411.0,411.0,2.0,553.6494717531107
10_D0_T004,10,0,HT_120,HT_240,HT_120->HT_240,7,413.0,413.0,1.0,598.3333594123592
10_D0_T004,10,0,HT_240,HT_075,HT_240->HT_075,8,414.0,414.0,2.0,1054.4423460175076
10_D0_T004,10,0,HT_075,HT_213,HT_075->HT_213,9,416.0,416.0,2.0,761.0878659805655
10_D0_T004,10,0,HT_213,HT_235,HT_213->HT_235,10,418.0,418.0,1.0,353.3463209925087
10_D0_T004,10,0,HT_235,HT_077,HT_235->HT_077,11,419.0,419.0,5.0,9155.531068522061
10_D0_T004,10,0,HT_077,HT_043,HT_077->HT_043,12,424.0,424.0,1.0,8049.367702751972
10_D0_T004,10,0,HT_043,HT_101,HT_043->HT_101,13,425.0,425.0,2.0,483.9161277594037
