segment_id,dep_bin,bin_n,bin_median_min,bin_mean_min,seg_median_min,seg_mean_min,pred_smooth_min
HT_075->HT_125,360,36,3.0,2.6666666666666665,3.0,2.7027027027027026,3.0
HT_075->HT_125,480,39,3.0,2.6923076923076925,3.0,2.7027027027027026,3.0
HT_075->HT_125,600,41,3.0,2.658536585365854,3.0,2.7027027027027026,3.0
HT_075->HT_125,720,38,3.0,2.710526315789474,3.0,2.7027027027027026,3.0
HT_075->HT_125,840,40,3.0,2.725,3.0,2.7027027027027026,3.0
HT_075->HT_125,960,40,3.0,2.725,3.0,2.7027027027027026,3.0
HT_075->HT_125,1080,39,3.0,2.7435897435897436,3.0,2.7027027027027026,3.0
HT_075->HT_125,1200,20,3.0,2.65,3.0,2.7027027027027026,3.0
HT_075->HT_213,360,15,3.0,2.6666666666666665,3.0,2.675925925925926,3.0
HT_075->HT_213,480,15,3.0,2.6666666666666665,3.0,2.675925925925926,3.0
HT_075->HT_213,600,15,3.0,2.6666666666666665,3.0,2.675925925925926,3.0
HT_075->HT_213,720,14,3.0,2.7142857142857144,3.0,2.675925925925926,3.0
HT_075->HT_213,840,15,3.0,2.6666666666666665,3.0,2.675925925925926,3.0
HT_075->HT_213,960,15,3.0,2.6666666666666665,3.0,2.675925925925926,3.0
HT_075->HT_213,1080,15,3.0,2.6666666666666665,3.0,2.675925925925926,3.0
HT_075->HT_213,1200,3,3.0,3.0,3.0,2.675925925925926,3.0
HT_075->HT_239,360,6,2.0,2.0,2.0,2.0,2.0
HT_075->HT_239,480,6,2.0,2.0,2.0,2.0,2.0
HT_075->HT_239,600,6,2.0,2.0,2.0,2.0,2.0
HT_075->HT_239,720,6,2.0,2.0,2.0,2.0,2.0
HT_075->HT_239,840,6,2.0,2.0,2.0,2.0,2.0
HT_075->HT_239,960,6,2.0,2.0,2.0,2.0,2.0
HT_075->HT_239,1080,6,2.0,2.0,2.0,2.0,2.0
HT_075->HT_239,1200,4,2.0,2.0,2.0,2.0,2.0
HT_076->HT_033,360,5,2.0,2.0,2.0,2.0,2.0
HT_076->HT_033,480,4,2.0,2.0,2.0,2.0,2.0
HT_076->HT_033,600,4,2.0,2.0,2.0,2.0,2.0
HT_076->HT_033,720,4,2.0,2.0,2.0,2.0,2.0
HT_076->HT_033,840,4,2.0,2.0,2.0,2.0,2.0
HT_076->HT_033,960,3,2.0,2.0,2.0,2.0,2.0
HT_076->HT_033,1080,4,2.0,2.0,2.0,2.0,2.0
HT_076->HT_137,360,4,2.0,2.0,2.0,2.0,2.0
HT_076->HT_137,480,5,2.0,2.0,2.0,2.0,2.0
HT_076->HT_137,600,5,2.0,2.0,2.0,2.0,2.0
HT_076->HT_137,720,5,2.0,2.0,2.0,2.0,2.0
HT_076->HT_137,840,5,2.0,2.0,2.0,2.0,2.0
HT_076->HT_137,960,4,2.0,2.0,2.0,2.0,2.0
HT_076->HT_137,1080,5,2.0,2.0,2.0,2.0,2.0
HT_076->HT_137,1200,4,2.0,2.0,2.0,2.0,2.0
HT_076->HT_150,360,4,4.0,4.0,4.0,4.0,4.0
HT_076->HT_150,480,4,4.0,4.0,4.0,4.0,4.0
HT_076->HT_150,600,4,4.0,4.0,4.0,4.0,4.0
HT_076->HT_150,720,4,4.0,4.0,4.0,4.0,4.0
HT_076->HT_150,840,4,4.0,4.0,4.0,4.0,4.0
HT_076->HT_150,960,4,4.0,4.0,4.0,4.0,4.0
HT_076->HT_150,1080,4,4.0,4.0,4.0,4.0,4.0
HT_077->HT_004,360,7,1.0,1.0,1.0,1.0,1.0
HT_077->HT_004,480,8,1.0,1.0,1.0,1.0,1.0
HT_077->HT_004,600,7,1.0,1.0,1.0,1.0,1.0
HT_077->HT_004,720,8,1.0,1.0,1.0,1.0,1.0
HT_077->HT_004,840,7,1.0,1.0,1.0,1.0,1.0
HT_077->HT_004,960,8,1.0,1.0,1.0,1.0,1.0
HT_077->HT_004,1080,7,1.0,1.0,1.0,1.0,1.0
HT_077->HT_004,1200,7,1.0,1.0,1.0,1.0,1.0
HT_077->HT_017,360,3,2.0,2.0,2.0,2.0,2.0
HT_077->HT_017,480,5,2.0,2.0,2.0,2.0,2.0
HT_077->HT_017,600,5,2.0,2.0,2.0,2.0,2.0
HT_077->HT_017,720,5,2.0,2.0,2.0,2.0,2.0
HT_077->HT_017,840,5,2.0,2.0,2.0,2.0,2.0
HT_077->HT_017,960,4,2.0,2.0,2.0,2.0,2.0
HT_077->HT_017,1080,5,2.0,2.0,2.0,2.0,2.0
HT_077->HT_017,1200,3,2.0,2.0,2.0,2.0,2.0
HT_077->HT_024,480,4,3.0,3.0,3.0,3.0,3.0
HT_077->HT_024,600,4,3.0,3.0,3.0,3.0,3.0
HT_077->HT_024,720,4,3.0,3.0,3.0,3.0,3.0
HT_077->HT_024,840,4,3.0,3.0,3.0,3.0,3.0
HT_077->HT_024,960,4,3.0,3.0,3.0,3.0,3.0
HT_077->HT_024,1080,4,3.0,3.0,3.0,3.0,3.0
HT_077->HT_024,1200,4,3.0,3.0,3.0,3.0,3.0
HT_077->HT_043,360,5,1.0,1.0,1.0,1.0,1.0
HT_077->HT_043,480,4,1.0,1.0,1.0,1.0,1.0
HT_077->HT_043,600,5,1.0,1.0,1.0,1.0,1.0
HT_077->HT_043,720,5,1.0,1.0,1.0,1.0,1.0
HT_077->HT_043,840,5,1.0,1.0,1.0,1.0,1.0
HT_077->HT_043,960,5,1.0,1.0,1.0,1.0,1.0
HT_077->HT_043,1080,4,1.0,1.0,1.0,1.0,1.0
HT_077->HT_056,240,4,9.0,9.0,9.0,9.0,9.0
HT_077->HT_056,360,12,9.0,9.0,9.0,9.0,9.0
HT_077->HT_056,480,12,9.0,9.0,9.0,9.0,9.0
HT_077->HT_056,600,12,9.0,9.0,9.0,9.0,9.0
HT_077->HT_056,720,12,9.0,9.0,9.0,9.0,9.0
HT_077->HT_056,840,12,9.0,9.0,9.0,9.0,9.0
HT_077->HT_056,960,12,9.0,9.0,9.0,9.0,9.0
HT_077->HT_056,1080,9,9.0,9.0,9.0,9.0,9.0
HT_077->HT_060,360,4,2.0,2.0,2.0,2.0,2.0
HT_077->HT_060,480,4,2.0,2.0,2.0,2.0,2.0
HT_077->HT_060,600,5,2.0,2.0,2.0,2.0,2.0
HT_077->HT_060,720,5,2.0,2.0,2.0,2.0,2.0
HT_077->HT_060,840,5,2.0,2.0,2.0,2.0,2.0
HT_077->HT_060,960,5,2.0,2.0,2.0,2.0,2.0
HT_077->HT_060,1080,4,2.0,2.0,2.0,2.0,2.0
HT_077->HT_060,1200,3,2.0,2.0,2.0,2.0,2.0
HT_077->HT_094,360,3,3.0,3.0,3.0,3.0,3.0
HT_077->HT_094,480,3,3.0,3.0,3.0,3.0,3.0
HT_077->HT_094,600,3,3.0,3.0,3.0,3.0,3.0
HT_077->HT_094,720,3,3.0,3.0,3.0,3.0,3.0
HT_077->HT_094,840,3,3.0,3.0,3.0,3.0,3.0
HT_077->HT_094,960,3,3.0,3.0,3.0,3.0,3.0
HT_077->HT_094,1080,3,3.0,3.0,3.0,3.0,3.0
HT_077->HT_094,1200,3,3.0,3.0,3.0,3.0,3.0
HT_077->HT_101,360,3,2.0,2.0,2.0,2.0,2.0
HT_077->HT_101,480,3,2.0,2.0,2.0,2.0,2.0
HT_077->HT_101,600,3,2.0,2.0,2.0,2.0,2.0
HT_077->HT_101,720,3,2.0,2.0,2.0,2.0,2.0
HT_077->HT_101,840,3,2.0,2.0,2.0,2.0,2.0
HT_077->HT_101,960,3,2.0,2.0,2.0,2.0,2.0
HT_077->HT_101,1080,3,2.0,2.0,2.0,2.0,2.0
HT_077->HT_101,1200,3,2.0,2.0,2.0,2.0,2.0
HT_077->HT_110,360,8,4.0,4.0,4.0,4.0,4.0
HT_077->HT_110,480,8,4.0,4.0,4.0,4.0,4.0
HT_077->HT_110,600,8,4.0,4.0,4.0,4.0,4.0
HT_077->HT_110,720,8,4.0,4.0,4.0,4.0,4.0
HT_077->HT_110,840,8,4.0,4.0,4.0,4.0,4.0
HT_077->HT_110,960,8,4.0,4.0,4.0,4.0,4.0
HT_077->HT_110,1080,8,4.0,4.0,4.0,4.0,4.0
HT_077->HT_114,240,3,1.0,1.0,1.0,1.0,1.0
HT_077->HT_114,360,10,1.0,1.0,1.0,1.0,1.0
HT_077->HT_114,480,10,1.0,1.0,1.0,1.0,1.0
HT_077->HT_114,600,10,1.0,1.0,1.0,1.0,1.0
HT_077->HT_114,720,10,1.0,1.0,1.0,1.0,1.0
HT_077->HT_114,840,10,1.0,1.0,1.0,1.0,1.0
HT_077->HT_114,960,10,1.0,1.0,1.0,1.0,1.0
HT_077->HT_114,1080,6,1.0,1.0,1.0,1.0,1.0
HT_077->HT_138,240,6,4.0,4.0,4.0,4.0,4.0
HT_077->HT_138,360,12,4.0,4.0,4.0,4.0,4.0
HT_077->HT_138,480,12,4.0,4.0,4.0,4.0,4.0
HT_077->HT_138,600,12,4.0,4.0,4.0,4.0,4.0
HT_077->HT_138,720,12,4.0,4.0,4.0,4.0,4.0
HT_077->HT_138,840,12,4.0,4.0,4.0,4.0,4.0
HT_077->HT_138,960,12,4.0,4.0,4.0,4.0,4.0
HT_077->HT_138,1080,7,4.0,4.0,4.0,4.0,4.0
HT_077->HT_168,360,10,3.0,3.0,3.0,3.0,3.0
HT_077->HT_168,480,10,3.0,3.0,3.0,3.0,3.0
HT_077->HT_168,600,10,3.0,3.0,3.0,3.0,3.0
HT_077->HT_168,720,10,3.0,3.0,3.0,3.0,3.0
HT_077->HT_168,840,10,3.0,3.0,3.0,3.0,3.0
HT_077->HT_168,960,10,3.0,3.0,3.0,3.0,3.0
HT_077->HT_168,1080,9,3.0,3.0,3.0,3.0,3.0
HT_077->HT_192,360,8,4.0,4.0,4.0,4.0,4.0
HT_077->HT_192,480,7,4.0,4.0,4.0,4.0,4.0
HT_077->HT_192,600,8,4.0,4.0,4.0,4.0,4.0
HT_077->HT_192,720,7,4.0,4.0,4.0,4.0,4.0
HT_077->HT_192,840,8,4.0,4.0,4.0,4.0,4.0
HT_077->HT_192,960,7,4.0,4.0,4.0,4.0,4.0
HT_077->HT_192,1080,8,4.0,4.0,4.0,4.0,4.0
HT_077->HT_192,1200,6,4.0,4.0,4.0,4.0,4.0
HT_077->HT_194,360,12,2.0,2.0,2.0,2.0,2.0
HT_077->HT_194,480,15,2.0,2.0,2.0,2.0,2.0
HT_077->HT_194,600,14,2.0,2.0,2.0,2.0,2.0
HT_077->HT_194,720,15,2.0,2.0,2.0,2.0,2.0
HT_077->HT_194,840,14,2.0,2.0,2.0,2.0,2.0
HT_077->HT_194,960,15,2.0,2.0,2.0,2.0,2.0
HT_077->HT_194,1080,14,2.0,2.0,2.0,2.0,2.0
HT_077->HT_194,1200,12,2.0,2.0,2.0,2.0,2.0
HT_077->HT_235,360,10,3.0,3.0,3.0,3.0,3.0
HT_077->HT_235,480,10,3.0,3.0,3.0,3.0,3.0
HT_077->HT_235,600,10,3.0,3.0,3.0,3.0,3.0
HT_077->HT_235,720,10,3.0,3.0,3.0,3.0,3.0
HT_077->HT_235,840,10,3.0,3.0,3.0,3.0,3.0
HT_077->HT_235,960,10,3.0,3.0,3.0,3.0,3.0
HT_077->HT_235,1080,9,3.0,3.0,3.0,3.0,3.0
HT_077->HT_257,360,3,2.0,2.0,2.0,2.0,2.0
HT_077->HT_257,480,3,2.0,2.0,2.0,2.0,2.0
HT_077->HT_257,600,3,2.0,2.0,2.0,2.0,2.0
HT_077->HT_257,720,3,2.0,2.0,2.0,2.0,2.0
HT_077->HT_257,840,3,2.0,2.0,2.0,2.0,2.0
HT_077->HT_257,960,3,2.0,2.0,2.0,2.0,2.0
HT_077->HT_257,1080,3,2.0,2.0,2.0,2.0,2.0
HT_077->HT_268,360,5,2.0,2.0,2.0,2.0,2.0
HT_077->HT_268,480,5,2.0,2.0,2.0,2.0,2.0
HT_077->HT_268,600,5,2.0,2.0,2.0,2.0,2.0
HT_077->HT_268,720,5,2.0,2.0,2.0,2.0,2.0
HT_077->HT_268,840,4,2.0,2.0,2.0,2.0,2.0
HT_077->HT_268,960,5,2.0,2.0,2.0,2.0,2.0
HT_077->HT_268,1080,5,2.0,2.0,2.0,2.0,2.0
HT_078->HT_105,360,4,1.0,1.0,1.0,1.2,1.0
HT_078->HT_105,480,4,1.0,1.0,1.0,1.2,1.0
HT_078->HT_105,600,5,1.0,1.0,1.0,1.2,1.0
HT_078->HT_105,720,4,1.0,1.0,1.0,1.2,1.0
HT_078->HT_105,840,3,2.0,1.6666666666666667,1.0,1.2,1.75
HT_078->HT_105,960,4,1.5,1.5,1.0,1.2,1.4
HT_078->HT_105,1080,4,1.5,1.5,1.0,1.2,1.4
HT_079->HT_215,360,4,1.0,1.25,2.0,1.64,1.2
HT_079->HT_215,480,4,1.0,1.25,2.0,1.64,1.2
HT_079->HT_215,600,3,2.0,1.6666666666666667,2.0,1.64,2.0
HT_079->HT_215,720,3,2.0,1.6666666666666667,2.0,1.64,2.0
HT_079->HT_215,840,4,2.0,2.0,2.0,1.64,2.0
HT_079->HT_215,960,3,2.0,2.0,2.0,1.64,2.0
HT_079->HT_215,1080,3,2.0,2.0,2.0,1.64,2.0
HT_079->HT_250,240,5,2.0,2.0,2.0,2.0,2.0
HT_079->HT_250,360,12,2.0,2.0,2.0,2.0,2.0
HT_079->HT_250,480,12,2.0,2.0,2.0,2.0,2.0
HT_079->HT_250,600,12,2.0,2.0,2.0,2.0,2.0
HT_079->HT_250,720,12,2.0,2.0,2.0,2.0,2.0
HT_079->HT_250,840,12,2.0,2.0,2.0,2.0,2.0
HT_079->HT_250,960,12,2.0,2.0,2.0,2.0,2.0
HT_079->HT_250,1080,8,2.0,2.0,2.0,2.0,2.0
HT_079->HT_253,360,4,1.0,1.0,1.0,1.0,1.0
HT_079->HT_253,480,3,1.0,1.0,1.0,1.0,1.0
HT_079->HT_253,720,3,1.0,1.0,1.0,1.0,1.0
HT_079->HT_253,840,3,1.0,1.0,1.0,1.0,1.0
HT_079->HT_253,960,4,1.0,1.0,1.0,1.0,1.0
HT_079->HT_253,1080,3,1.0,1.0,1.0,1.0,1.0
HT_080->HT_099,360,8,1.0,1.0,1.0,1.0,1.0
HT_080->HT_099,480,10,1.0,1.0,1.0,1.0,1.0
HT_080->HT_099,600,8,1.0,1.0,1.0,1.0,1.0
HT_080->HT_099,720,8,1.0,1.0,1.0,1.0,1.0
HT_080->HT_099,840,6,1.0,1.0,1.0,1.0,1.0
HT_080->HT_099,960,8,1.0,1.0,1.0,1.0,1.0
HT_080->HT_099,1080,8,1.0,1.0,1.0,1.0,1.0
HT_080->HT_182,360,4,1.0,1.0,1.0,1.2,1.0
HT_080->HT_182,480,4,1.0,1.0,1.0,1.2,1.0
HT_080->HT_182,600,4,1.0,1.0,1.0,1.2,1.0
HT_080->HT_182,720,4,1.0,1.0,1.0,1.2,1.0
HT_080->HT_182,840,4,1.5,1.5,1.0,1.2,1.4
HT_080->HT_182,960,3,2.0,1.6666666666666667,1.0,1.2,1.75
HT_080->HT_182,1080,4,1.5,1.5,1.0,1.2,1.4
HT_081->HT_214,360,4,1.0,1.0,1.0,1.0,1.0
HT_081->HT_214,480,4,1.0,1.0,1.0,1.0,1.0
HT_081->HT_214,600,4,1.0,1.0,1.0,1.0,1.0
HT_081->HT_214,720,4,1.0,1.0,1.0,1.0,1.0
HT_081->HT_214,840,4,1.0,1.0,1.0,1.0,1.0
HT_081->HT_214,960,4,1.0,1.0,1.0,1.0,1.0
HT_081->HT_214,1080,4,1.0,1.0,1.0,1.0,1.0
HT_082->HT_133,360,6,1.0,1.0,1.0,1.0,1.0
HT_082->HT_133,480,10,1.0,1.0,1.0,1.0,1.0
HT_082->HT_133,600,10,1.0,1.0,1.0,1.0,1.0
HT_082->HT_133,720,10,1.0,1.0,1.0,1.0,1.0
HT_082->HT_133,840,10,1.0,1.0,1.0,1.0,1.0
HT_082->HT_133,960,10,1.0,1.0,1.0,1.0,1.0
HT_082->HT_133,1080,10,1.0,1.0,1.0,1.0,1.0
HT_082->HT_133,1200,7,1.0,1.0,1.0,1.0,1.0
HT_083->HT_118,360,5,2.0,2.0,2.0,2.0,2.0
HT_083->HT_118,480,5,2.0,2.0,2.0,2.0,2.0
HT_083->HT_118,600,4,2.0,2.0,2.0,2.0,2.0
HT_083->HT_118,720,5,2.0,2.0,2.0,2.0,2.0
HT_083->HT_118,840,5,2.0,2.0,2.0,2.0,2.0
HT_083->HT_118,960,5,2.0,2.0,2.0,2.0,2.0
HT_083->HT_118,1080,5,2.0,2.0,2.0,2.0,2.0
HT_083->HT_164,360,4,2.5,2.5,3.0,2.88,2.6
HT_083->HT_164,480,4,3.0,2.75,3.0,2.88,3.0
HT_083->HT_164,600,3,3.0,3.0,3.0,2.88,3.0
HT_083->HT_164,720,3,3.0,3.0,3.0,2.88,3.0
HT_083->HT_164,840,3,3.0,3.0,3.0,2.88,3.0
HT_083->HT_164,960,3,3.0,3.0,3.0,2.88,3.0
HT_083->HT_164,1080,4,3.0,3.0,3.0,2.88,3.0
HT_083->HT_225,360,4,1.0,1.0,1.0,1.0,1.0
HT_083->HT_225,480,3,1.0,1.0,1.0,1.0,1.0
HT_083->HT_225,600,3,1.0,1.0,1.0,1.0,1.0
HT_083->HT_225,720,4,1.0,1.0,1.0,1.0,1.0
HT_083->HT_225,840,3,1.0,1.0,1.0,1.0,1.0
HT_083->HT_225,960,3,1.0,1.0,1.0,1.0,1.0
HT_084->HT_165,360,6,1.0,1.0,1.0,1.1904761904761905,1.0
HT_084->HT_165,480,6,1.0,1.0,1.0,1.1904761904761905,1.0
HT_084->HT_165,600,6,1.0,1.0,1.0,1.1904761904761905,1.0
HT_084->HT_165,720,5,1.0,1.2,1.0,1.1904761904761905,1.0
HT_084->HT_165,840,5,2.0,1.8,1.0,1.1904761904761905,1.8333333333333333
HT_084->HT_165,960,5,2.0,1.6,1.0,1.1904761904761905,1.8333333333333333
HT_084->HT_165,1080,5,1.0,1.0,1.0,1.1904761904761905,1.0
HT_084->HT_165,1200,3,1.0,1.0,1.0,1.1904761904761905,1.0
HT_085->HT_222,360,10,3.0,3.0,3.0,3.0,3.0
HT_085->HT_222,480,10,3.0,3.0,3.0,3.0,3.0
HT_085->HT_222,600,10,3.0,3.0,3.0,3.0,3.0
HT_085->HT_222,720,10,3.0,3.0,3.0,3.0,3.0
HT_085->HT_222,840,10,3.0,3.0,3.0,3.0,3.0
HT_085->HT_222,960,10,3.0,3.0,3.0,3.0,3.0
HT_085->HT_222,1080,10,3.0,3.0,3.0,3.0,3.0
HT_085->HT_223,360,7,2.0,2.0,2.0,2.0,2.0
HT_085->HT_223,480,10,2.0,2.0,2.0,2.0,2.0
HT_085->HT_223,600,10,2.0,2.0,2.0,2.0,2.0
HT_085->HT_223,720,10,2.0,2.0,2.0,2.0,2.0
HT_085->HT_223,840,10,2.0,2.0,2.0,2.0,2.0
HT_085->HT_223,960,10,2.0,2.0,2.0,2.0,2.0
HT_085->HT_223,1080,10,2.0,2.0,2.0,2.0,2.0
HT_085->HT_223,1200,6,2.0,2.0,2.0,2.0,2.0
HT_086->HT_117,480,3,1.0,1.0,1.0,1.0,1.0
HT_086->HT_117,600,4,1.0,1.0,1.0,1.0,1.0
HT_086->HT_117,720,3,1.0,1.0,1.0,1.0,1.0
HT_086->HT_117,840,3,1.0,1.0,1.0,1.0,1.0
HT_086->HT_117,960,3,1.0,1.0,1.0,1.0,1.0
HT_086->HT_117,1080,3,1.0,1.0,1.0,1.0,1.0
HT_086->HT_179,360,4,1.0,1.0,1.0,1.0,1.0
HT_086->HT_179,480,4,1.0,1.0,1.0,1.0,1.0
HT_086->HT_179,600,3,1.0,1.0,1.0,1.0,1.0
HT_086->HT_179,720,3,1.0,1.0,1.0,1.0,1.0
HT_086->HT_179,840,3,1.0,1.0,1.0,1.0,1.0
HT_086->HT_179,960,3,1.0,1.0,1.0,1.0,1.0
HT_086->HT_179,1080,4,1.0,1.0,1.0,1.0,1.0
HT_087->HT_001,240,4,3.0,3.0,3.0,3.0,3.0
HT_087->HT_001,360,10,3.0,3.0,3.0,3.0,3.0
HT_087->HT_001,480,10,3.0,3.0,3.0,3.0,3.0
HT_087->HT_001,600,10,3.0,3.0,3.0,3.0,3.0
HT_087->HT_001,720,10,3.0,3.0,3.0,3.0,3.0
HT_087->HT_001,840,10,3.0,3.0,3.0,3.0,3.0
HT_087->HT_001,960,10,3.0,3.0,3.0,3.0,3.0
HT_087->HT_001,1080,5,3.0,3.0,3.0,3.0,3.0
HT_087->HT_119,360,4,5.0,5.0,5.0,5.0,5.0
HT_087->HT_119,480,8,5.0,5.0,5.0,5.0,5.0
HT_087->HT_119,600,7,5.0,5.0,5.0,5.0,5.0
HT_087->HT_119,720,8,5.0,5.0,5.0,5.0,5.0
HT_087->HT_119,840,7,5.0,5.0,5.0,5.0,5.0
HT_087->HT_119,960,8,5.0,5.0,5.0,5.0,5.0
HT_087->HT_119,1080,7,5.0,5.0,5.0,5.0,5.0
HT_087->HT_119,1200,8,5.0,5.0,5.0,5.0,5.0
HT_087->HT_119,1320,3,5.0,5.0,5.0,5.0,5.0
HT_088->HT_020,480,3,2.0,2.0,2.0,2.0,2.0
HT_088->HT_020,720,3,2.0,2.0,2.0,2.0,2.0
HT_088->HT_020,1080,3,2.0,2.0,2.0,2.0,2.0
HT_088->HT_054,360,3,5.0,5.0,5.0,5.0,5.0
HT_088->HT_054,720,3,5.0,5.0,5.0,5.0,5.0
HT_088->HT_054,840,3,5.0,5.0,5.0,5.0,5.0
HT_088->HT_054,960,4,5.0,5.0,5.0,5.0,5.0
HT_088->HT_054,1080,3,5.0,5.0,5.0,5.0,5.0
HT_088->HT_100,360,6,2.0,2.0,2.0,2.0,2.0
HT_088->HT_100,480,8,2.0,2.0,2.0,2.0,2.0
HT_088->HT_100,600,8,2.0,2.0,2.0,2.0,2.0
HT_088->HT_100,720,8,2.0,2.0,2.0,2.0,2.0
HT_088->HT_100,840,8,2.0,2.0,2.0,2.0,2.0
HT_088->HT_100,960,8,2.0,2.0,2.0,2.0,2.0
HT_088->HT_100,1080,8,2.0,2.0,2.0,2.0,2.0
HT_088->HT_100,1200,5,2.0,2.0,2.0,2.0,2.0
HT_088->HT_209,360,3,7.0,7.0,7.0,7.0,7.0
HT_088->HT_209,480,4,7.0,7.0,7.0,7.0,7.0
HT_088->HT_209,600,4,7.0,7.0,7.0,7.0,7.0
HT_088->HT_209,720,4,7.0,7.0,7.0,7.0,7.0
HT_088->HT_209,840,4,7.0,7.0,7.0,7.0,7.0
HT_088->HT_209,960,4,7.0,7.0,7.0,7.0,7.0
HT_088->HT_209,1080,4,7.0,7.0,7.0,7.0,7.0
HT_088->HT_238,360,3,2.0,2.0,2.0,2.5454545454545454,2.0
HT_088->HT_238,480,3,2.0,2.0,2.0,2.5454545454545454,2.0
HT_088->HT_238,720,3,2.0,2.0,2.0,2.5454545454545454,2.0
HT_088->HT_238,840,4,2.0,2.75,2.0,2.5454545454545454,2.0
HT_088->HT_238,960,3,2.0,3.0,2.0,2.5454545454545454,2.0
HT_088->HT_238,1080,4,3.5,3.5,2.0,2.5454545454545454,3.2
HT_089->HT_162,360,10,2.0,2.0,2.0,2.0,2.0
HT_089->HT_162,480,10,2.0,2.0,2.0,2.0,2.0
HT_089->HT_162,600,10,2.0,2.0,2.0,2.0,2.0
HT_089->HT_162,720,10,2.0,2.0,2.0,2.0,2.0
HT_089->HT_162,840,10,2.0,2.0,2.0,2.0,2.0
HT_089->HT_162,960,10,2.0,2.0,2.0,2.0,2.0
HT_089->HT_162,1080,7,2.0,2.0,2.0,2.0,2.0
HT_089->HT_213,360,6,2.0,2.0,2.0,2.0,2.0
HT_089->HT_213,480,8,2.0,2.0,2.0,2.0,2.0
HT_089->HT_213,600,7,2.0,2.0,2.0,2.0,2.0
HT_089->HT_213,720,8,2.0,2.0,2.0,2.0,2.0
HT_089->HT_213,840,7,2.0,2.0,2.0,2.0,2.0
HT_089->HT_213,960,8,2.0,2.0,2.0,2.0,2.0
HT_089->HT_213,1080,7,2.0,2.0,2.0,2.0,2.0
HT_089->HT_213,1200,8,2.0,2.0,2.0,2.0,2.0
HT_090->HT_245,360,11,4.0,4.545454545454546,4.0,4.5,4.0
HT_090->HT_245,480,12,4.0,4.5,4.0,4.5,4.0
HT_090->HT_245,600,12,4.0,4.5,4.0,4.5,4.0
HT_090->HT_245,720,11,4.0,4.545454545454546,4.0,4.5,4.0
HT_090->HT_245,840,12,4.0,4.5,4.0,4.5,4.0
HT_090->HT_245,960,12,4.0,4.5,4.0,4.5,4.0
HT_090->HT_245,1080,12,4.0,4.5,4.0,4.5,4.0
HT_090->HT_245,1200,8,4.0,4.375,4.0,4.5,4.0
HT_091->HT_077,360,3,5.0,5.0,5.0,5.0,5.0
HT_091->HT_077,480,3,5.0,5.0,5.0,5.0,5.0
HT_091->HT_077,600,3,5.0,5.0,5.0,5.0,5.0
HT_091->HT_077,720,3,5.0,5.0,5.0,5.0,5.0
HT_091->HT_077,840,3,5.0,5.0,5.0,5.0,5.0
HT_091->HT_077,960,3,5.0,5.0,5.0,5.0,5.0
HT_091->HT_077,1080,3,5.0,5.0,5.0,5.0,5.0
HT_091->HT_077,1200,3,5.0,5.0,5.0,5.0,5.0
HT_091->HT_156,360,3,1.0,1.0,1.0,1.0,1.0
HT_091->HT_156,480,3,1.0,1.0,1.0,1.0,1.0
HT_091->HT_156,600,3,1.0,1.0,1.0,1.0,1.0
HT_091->HT_156,720,3,1.0,1.0,1.0,1.0,1.0
HT_091->HT_156,840,3,1.0,1.0,1.0,1.0,1.0
HT_091->HT_156,960,3,1.0,1.0,1.0,1.0,1.0
HT_091->HT_156,1080,3,1.0,1.0,1.0,1.0,1.0
HT_091->HT_194,360,8,4.0,4.0,4.0,4.0,4.0
HT_091->HT_194,480,8,4.0,4.0,4.0,4.0,4.0
HT_091->HT_194,600,8,4.0,4.0,4.0,4.0,4.0
HT_091->HT_194,720,8,4.0,4.0,4.0,4.0,4.0
HT_091->HT_194,840,8,4.0,4.0,4.0,4.0,4.0
HT_091->HT_194,960,8,4.0,4.0,4.0,4.0,4.0
HT_091->HT_194,1080,8,4.0,4.0,4.0,4.0,4.0
HT_092->HT_157,360,4,1.0,1.0,1.0,1.0,1.0
HT_092->HT_157,480,3,1.0,1.0,1.0,1.0,1.0
HT_092->HT_157,600,3,1.0,1.0,1.0,1.0,1.0
HT_092->HT_157,720,4,1.0,1.0,1.0,1.0,1.0
HT_092->HT_157,840,3,1.0,1.0,1.0,1.0,1.0
HT_092->HT_157,960,3,1.0,1.0,1.0,1.0,1.0
HT_092->HT_157,1080,3,1.0,1.0,1.0,1.0,1.0
HT_092->HT_225,360,4,1.5,1.5,2.0,1.72,1.6
HT_092->HT_225,480,4,1.0,1.25,2.0,1.72,1.2
HT_092->HT_225,600,3,2.0,1.6666666666666667,2.0,1.72,2.0
HT_092->HT_225,720,3,2.0,1.6666666666666667,2.0,1.72,2.0
HT_092->HT_225,840,3,2.0,2.0,2.0,1.72,2.0
HT_092->HT_225,960,3,2.0,2.0,2.0,1.72,2.0
HT_092->HT_225,1080,4,2.0,2.0,2.0,1.72,2.0
HT_093->HT_261,360,16,3.0,3.0,3.0,3.0,3.0
HT_093->HT_261,480,19,3.0,3.0,3.0,3.0,3.0
HT_093->HT_261,600,18,3.0,3.0,3.0,3.0,3.0
HT_093->HT_261,720,18,3.0,3.0,3.0,3.0,3.0
HT_093->HT_261,840,19,3.0,3.0,3.0,3.0,3.0
HT_093->HT_261,960,18,3.0,3.0,3.0,3.0,3.0
HT_093->HT_261,1080,19,3.0,3.0,3.0,3.0,3.0
