segment_id,dep_bin,bin_n,bin_median_min,bin_mean_min,seg_median_min,seg_mean_min,pred_smooth_min
HT_093->HT_261,1200,7,3.0,3.0,3.0,3.0,3.0
HT_094->HT_065,360,3,1.0,1.0,1.0,1.0,1.0
HT_094->HT_065,480,3,1.0,1.0,1.0,1.0,1.0
HT_094->HT_065,600,3,1.0,1.0,1.0,1.0,1.0
HT_094->HT_065,720,3,1.0,1.0,1.0,1.0,1.0
HT_094->HT_065,840,3,1.0,1.0,1.0,1.0,1.0
HT_094->HT_065,960,3,1.0,1.0,1.0,1.0,1.0
HT_094->HT_065,1080,3,1.0,1.0,1.0,1.0,1.0
HT_094->HT_065,1200,3,1.0,1.0,1.0,1.0,1.0
HT_095->HT_088,360,3,1.0,1.0,1.0,1.0,1.0
HT_095->HT_088,480,3,1.0,1.0,1.0,1.0,1.0
HT_095->HT_088,720,4,1.0,1.0,1.0,1.0,1.0
HT_095->HT_088,840,3,1.0,1.0,1.0,1.0,1.0
HT_095->HT_088,960,3,1.0,1.0,1.0,1.0,1.0
HT_095->HT_088,1080,4,1.0,1.0,1.0,1.0,1.0
HT_096->HT_040,360,4,2.0,1.75,2.0,1.8888888888888888,2.0
HT_096->HT_040,480,4,2.0,1.75,2.0,1.8888888888888888,2.0
HT_096->HT_040,600,3,2.0,2.0,2.0,1.8888888888888888,2.0
HT_096->HT_040,720,4,2.0,2.0,2.0,1.8888888888888888,2.0
HT_096->HT_040,840,3,2.0,2.0,2.0,1.8888888888888888,2.0
HT_096->HT_040,960,3,2.0,2.0,2.0,1.8888888888888888,2.0
HT_096->HT_040,1080,3,2.0,2.0,2.0,1.8888888888888888,2.0
HT_097->HT_185,360,4,1.0,1.0,1.0,1.0,1.0
HT_097->HT_185,480,8,1.0,1.0,1.0,1.0,1.0
HT_097->HT_185,600,8,1.0,1.0,1.0,1.0,1.0
HT_097->HT_185,720,8,1.0,1.0,1.0,1.0,1.0
HT_097->HT_185,840,8,1.0,1.0,1.0,1.0,1.0
HT_097->HT_185,960,8,1.0,1.0,1.0,1.0,1.0
HT_097->HT_185,1080,8,1.0,1.0,1.0,1.0,1.0
HT_097->HT_185,1200,5,1.0,1.0,1.0,1.0,1.0
HT_097->HT_223,360,10,2.0,2.0,2.0,2.0,2.0
HT_097->HT_223,480,10,2.0,2.0,2.0,2.0,2.0
HT_097->HT_223,600,10,2.0,2.0,2.0,2.0,2.0
HT_097->HT_223,720,10,2.0,2.0,2.0,2.0,2.0
HT_097->HT_223,840,10,2.0,2.0,2.0,2.0,2.0
HT_097->HT_223,960,10,2.0,2.0,2.0,2.0,2.0
HT_097->HT_223,1080,10,2.0,2.0,2.0,2.0,2.0
HT_097->HT_242,480,5,3.0,3.0,3.0,3.0,3.0
HT_097->HT_242,600,5,3.0,3.0,3.0,3.0,3.0
HT_097->HT_242,720,5,3.0,3.0,3.0,3.0,3.0
HT_097->HT_242,840,4,3.0,3.0,3.0,3.0,3.0
HT_097->HT_242,960,5,3.0,3.0,3.0,3.0,3.0
HT_097->HT_242,1080,5,3.0,3.0,3.0,3.0,3.0
HT_097->HT_242,1200,4,3.0,3.0,3.0,3.0,3.0
HT_098->HT_011,360,5,2.0,2.0,2.0,2.0,2.0
HT_098->HT_011,480,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_011,600,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_011,720,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_011,840,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_011,960,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_011,1080,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_011,1200,5,2.0,2.0,2.0,2.0,2.0
HT_098->HT_134,360,4,2.0,2.0,2.0,2.0,2.0
HT_098->HT_134,480,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_134,600,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_134,720,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_134,840,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_134,960,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_134,1080,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_134,1200,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_218,360,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_218,480,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_218,600,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_218,720,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_218,840,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_218,960,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_218,1080,6,2.0,2.0,2.0,2.0,2.0
HT_098->HT_218,1200,3,2.0,2.0,2.0,2.0,2.0
HT_099->HT_080,360,4,1.0,1.0,1.0,1.1333333333333333,1.0
HT_099->HT_080,480,4,1.0,1.0,1.0,1.1333333333333333,1.0
HT_099->HT_080,600,4,1.0,1.0,1.0,1.1333333333333333,1.0
HT_099->HT_080,720,4,1.0,1.0,1.0,1.1333333333333333,1.0
HT_099->HT_080,840,4,1.0,1.25,1.0,1.1333333333333333,1.0
HT_099->HT_080,960,3,1.0,1.3333333333333333,1.0,1.1333333333333333,1.0
HT_099->HT_080,1080,4,1.5,1.5,1.0,1.1333333333333333,1.4
HT_099->HT_203,360,8,2.0,2.0,2.0,2.0,2.0
HT_099->HT_203,480,10,2.0,2.0,2.0,2.0,2.0
HT_099->HT_203,600,8,2.0,2.0,2.0,2.0,2.0
HT_099->HT_203,720,8,2.0,2.0,2.0,2.0,2.0
HT_099->HT_203,840,6,2.0,2.0,2.0,2.0,2.0
HT_099->HT_203,960,8,2.0,2.0,2.0,2.0,2.0
HT_099->HT_203,1080,8,2.0,2.0,2.0,2.0,2.0
HT_100->HT_070,360,6,3.0,3.3333333333333335,4.0,3.5166666666666666,3.142857142857143
HT_100->HT_070,480,8,3.5,3.5,4.0,3.5166666666666666,3.5555555555555554
HT_100->HT_070,600,8,3.5,3.5,4.0,3.5166666666666666,3.5555555555555554
HT_100->HT_070,720,8,3.5,3.5,4.0,3.5166666666666666,3.5555555555555554
HT_100->HT_070,840,8,3.5,3.5,4.0,3.5166666666666666,3.5555555555555554
HT_100->HT_070,960,8,3.5,3.5,4.0,3.5166666666666666,3.5555555555555554
HT_100->HT_070,1080,8,3.5,3.5,4.0,3.5166666666666666,3.5555555555555554
HT_100->HT_070,1200,5,4.0,3.8,4.0,3.5166666666666666,4.0
HT_100->HT_127,360,3,1.0,1.0,1.0,1.0,1.0
HT_100->HT_127,480,3,1.0,1.0,1.0,1.0,1.0
HT_100->HT_127,600,3,1.0,1.0,1.0,1.0,1.0
HT_100->HT_127,720,3,1.0,1.0,1.0,1.0,1.0
HT_100->HT_127,840,3,1.0,1.0,1.0,1.0,1.0
HT_100->HT_127,960,3,1.0,1.0,1.0,1.0,1.0
HT_100->HT_127,1080,3,1.0,1.0,1.0,1.0,1.0
HT_100->HT_127,1200,3,1.0,1.0,1.0,1.0,1.0
HT_100->HT_145,360,3,2.0,2.0,2.0,2.0,2.0
HT_100->HT_145,480,3,2.0,2.0,2.0,2.0,2.0
HT_100->HT_145,600,3,2.0,2.0,2.0,2.0,2.0
HT_100->HT_145,720,3,2.0,2.0,2.0,2.0,2.0
HT_100->HT_145,840,3,2.0,2.0,2.0,2.0,2.0
HT_100->HT_145,960,3,2.0,2.0,2.0,2.0,2.0
HT_100->HT_145,1080,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_007,360,4,1.0,1.25,2.0,1.5142857142857142,1.2
HT_101->HT_007,480,5,2.0,2.0,2.0,1.5142857142857142,2.0
HT_101->HT_007,600,5,1.0,1.2,2.0,1.5142857142857142,1.1666666666666667
HT_101->HT_007,720,5,1.0,1.0,2.0,1.5142857142857142,1.1666666666666667
HT_101->HT_007,840,5,1.0,1.4,2.0,1.5142857142857142,1.1666666666666667
HT_101->HT_007,960,4,2.0,2.0,2.0,1.5142857142857142,2.0
HT_101->HT_007,1080,5,2.0,2.0,2.0,1.5142857142857142,2.0
HT_101->HT_051,360,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_051,480,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_051,600,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_051,720,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_051,840,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_051,960,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_051,1080,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_051,1200,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_077,360,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_077,480,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_077,600,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_077,720,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_077,840,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_077,960,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_077,1080,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_101,360,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_101,480,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_101,600,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_101,720,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_101,840,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_101,960,3,2.0,2.0,2.0,2.0,2.0
HT_101->HT_101,1080,3,2.0,2.0,2.0,2.0,2.0
HT_102->HT_125,360,6,5.0,5.0,5.0,5.0,5.0
HT_102->HT_125,480,7,5.0,5.0,5.0,5.0,5.0
HT_102->HT_125,600,7,5.0,5.0,5.0,5.0,5.0
HT_102->HT_125,720,7,5.0,5.0,5.0,5.0,5.0
HT_102->HT_125,840,7,5.0,5.0,5.0,5.0,5.0
HT_102->HT_125,960,7,5.0,5.0,5.0,5.0,5.0
HT_102->HT_125,1080,7,5.0,5.0,5.0,5.0,5.0
HT_102->HT_125,1200,5,5.0,5.0,5.0,5.0,5.0
HT_102->HT_184,360,4,1.0,1.0,1.0,1.0,1.0
HT_102->HT_184,480,5,1.0,1.0,1.0,1.0,1.0
HT_102->HT_184,600,5,1.0,1.0,1.0,1.0,1.0
HT_102->HT_184,720,5,1.0,1.0,1.0,1.0,1.0
HT_102->HT_184,840,5,1.0,1.0,1.0,1.0,1.0
HT_102->HT_184,960,4,1.0,1.0,1.0,1.0,1.0
HT_102->HT_184,1080,5,1.0,1.0,1.0,1.0,1.0
HT_103->HT_123,360,5,3.0,3.0,3.0,3.0,3.0
HT_103->HT_123,480,5,3.0,3.0,3.0,3.0,3.0
HT_103->HT_123,600,5,3.0,3.0,3.0,3.0,3.0
HT_103->HT_123,720,4,3.0,3.0,3.0,3.0,3.0
HT_103->HT_123,840,5,3.0,3.0,3.0,3.0,3.0
HT_103->HT_123,960,5,3.0,3.0,3.0,3.0,3.0
HT_103->HT_123,1080,5,3.0,3.0,3.0,3.0,3.0
HT_103->HT_260,360,6,1.0,1.0,1.0,1.0,1.0
HT_103->HT_260,480,8,1.0,1.0,1.0,1.0,1.0
HT_103->HT_260,600,8,1.0,1.0,1.0,1.0,1.0
HT_103->HT_260,720,8,1.0,1.0,1.0,1.0,1.0
HT_103->HT_260,840,8,1.0,1.0,1.0,1.0,1.0
HT_103->HT_260,960,8,1.0,1.0,1.0,1.0,1.0
HT_103->HT_260,1080,8,1.0,1.0,1.0,1.0,1.0
HT_103->HT_260,1200,3,1.0,1.0,1.0,1.0,1.0
HT_104->HT_047,360,5,2.0,2.0,2.0,2.0,2.0
HT_104->HT_047,480,6,2.0,2.0,2.0,2.0,2.0
HT_104->HT_047,600,6,2.0,2.0,2.0,2.0,2.0
HT_104->HT_047,720,6,2.0,2.0,2.0,2.0,2.0
HT_104->HT_047,840,6,2.0,2.0,2.0,2.0,2.0
HT_104->HT_047,960,6,2.0,2.0,2.0,2.0,2.0
HT_104->HT_047,1080,6,2.0,2.0,2.0,2.0,2.0
HT_104->HT_047,1200,5,2.0,2.0,2.0,2.0,2.0
HT_104->HT_189,360,6,2.0,2.0,2.0,2.0,2.0
HT_104->HT_189,480,6,2.0,2.0,2.0,2.0,2.0
HT_104->HT_189,600,6,2.0,2.0,2.0,2.0,2.0
HT_104->HT_189,720,6,2.0,2.0,2.0,2.0,2.0
HT_104->HT_189,840,6,2.0,2.0,2.0,2.0,2.0
HT_104->HT_189,960,6,2.0,2.0,2.0,2.0,2.0
HT_104->HT_189,1080,6,2.0,2.0,2.0,2.0,2.0
HT_104->HT_189,1200,3,2.0,2.0,2.0,2.0,2.0
HT_105->HT_259,360,4,1.0,1.0,1.0,1.0,1.0
HT_105->HT_259,480,4,1.0,1.0,1.0,1.0,1.0
HT_105->HT_259,600,5,1.0,1.0,1.0,1.0,1.0
HT_105->HT_259,720,4,1.0,1.0,1.0,1.0,1.0
HT_105->HT_259,840,3,1.0,1.0,1.0,1.0,1.0
HT_105->HT_259,960,4,1.0,1.0,1.0,1.0,1.0
HT_105->HT_259,1080,4,1.0,1.0,1.0,1.0,1.0
HT_106->HT_055,360,13,2.0,2.0,2.0,2.0,2.0
HT_106->HT_055,480,14,2.0,2.0,2.0,2.0,2.0
HT_106->HT_055,600,13,2.0,2.0,2.0,2.0,2.0
HT_106->HT_055,720,14,2.0,2.0,2.0,2.0,2.0
HT_106->HT_055,840,12,2.0,2.0,2.0,2.0,2.0
HT_106->HT_055,960,12,2.0,2.0,2.0,2.0,2.0
HT_106->HT_055,1080,14,2.0,2.0,2.0,2.0,2.0
HT_106->HT_055,1200,7,2.0,2.0,2.0,2.0,2.0
HT_108->HT_159,360,6,2.0,2.0,2.0,2.0,2.0
HT_108->HT_159,480,6,2.0,2.0,2.0,2.0,2.0
HT_108->HT_159,600,6,2.0,2.0,2.0,2.0,2.0
HT_108->HT_159,720,6,2.0,2.0,2.0,2.0,2.0
HT_108->HT_159,840,6,2.0,2.0,2.0,2.0,2.0
HT_108->HT_159,960,6,2.0,2.0,2.0,2.0,2.0
HT_108->HT_159,1080,6,2.0,2.0,2.0,2.0,2.0
HT_108->HT_159,1200,4,2.0,2.0,2.0,2.0,2.0
HT_109->HT_150,480,3,2.0,2.0,2.0,2.0,2.0
HT_109->HT_150,600,3,2.0,2.0,2.0,2.0,2.0
HT_109->HT_150,720,3,2.0,2.0,2.0,2.0,2.0
HT_109->HT_150,840,3,2.0,2.0,2.0,2.0,2.0
HT_109->HT_150,960,3,2.0,2.0,2.0,2.0,2.0
HT_109->HT_150,1080,3,2.0,2.0,2.0,2.0,2.0
HT_109->HT_150,1200,3,2.0,2.0,2.0,2.0,2.0
HT_110->HT_110,360,14,2.0,1.7142857142857142,2.0,1.8111111111111111,2.0
HT_110->HT_110,480,10,2.0,2.0,2.0,1.8111111111111111,2.0
HT_110->HT_110,600,15,2.0,1.6666666666666667,2.0,1.8111111111111111,2.0
HT_110->HT_110,720,15,2.0,1.6666666666666667,2.0,1.8111111111111111,2.0
HT_110->HT_110,840,13,2.0,1.7692307692307692,2.0,1.8111111111111111,2.0
HT_110->HT_110,960,10,2.0,2.0,2.0,1.8111111111111111,2.0
HT_110->HT_110,1080,10,2.0,2.0,2.0,1.8111111111111111,2.0
HT_110->HT_110,1200,3,2.0,2.0,2.0,1.8111111111111111,2.0
HT_110->HT_111,240,5,1.0,1.4,2.0,1.7982261640798227,1.1666666666666667
HT_110->HT_111,360,61,2.0,1.7377049180327868,2.0,1.7982261640798227,2.0
HT_110->HT_111,480,62,2.0,1.8225806451612903,2.0,1.7982261640798227,2.0
HT_110->HT_111,600,60,2.0,1.7166666666666666,2.0,1.7982261640798227,2.0
HT_110->HT_111,720,61,2.0,1.7704918032786885,2.0,1.7982261640798227,2.0
HT_110->HT_111,840,63,2.0,1.7936507936507937,2.0,1.7982261640798227,2.0
HT_110->HT_111,960,62,2.0,1.8387096774193548,2.0,1.7982261640798227,2.0
HT_110->HT_111,1080,59,2.0,1.8983050847457628,2.0,1.7982261640798227,2.0
HT_110->HT_111,1200,18,2.0,1.9444444444444444,2.0,1.7982261640798227,2.0
HT_111->HT_110,360,6,2.0,2.0,2.0,2.0,2.0
HT_111->HT_110,480,6,2.0,2.0,2.0,2.0,2.0
HT_111->HT_110,600,6,2.0,2.0,2.0,2.0,2.0
HT_111->HT_110,720,6,2.0,2.0,2.0,2.0,2.0
HT_111->HT_110,840,6,2.0,2.0,2.0,2.0,2.0
HT_111->HT_110,960,6,2.0,2.0,2.0,2.0,2.0
HT_111->HT_110,1080,6,2.0,2.0,2.0,2.0,2.0
HT_111->HT_110,1200,4,2.0,2.0,2.0,2.0,2.0
HT_111->HT_112,240,5,2.0,2.0,2.0,2.0,2.0
HT_111->HT_112,360,61,2.0,2.0,2.0,2.0,2.0
HT_111->HT_112,480,62,2.0,2.0,2.0,2.0,2.0
HT_111->HT_112,600,60,2.0,2.0,2.0,2.0,2.0
HT_111->HT_112,720,61,2.0,2.0,2.0,2.0,2.0
HT_111->HT_112,840,63,2.0,2.0,2.0,2.0,2.0
HT_111->HT_112,960,62,2.0,2.0,2.0,2.0,2.0
HT_111->HT_112,1080,58,2.0,2.0,2.0,2.0,2.0
HT_111->HT_112,1200,19,2.0,2.0,2.0,2.0,2.0
HT_112->HT_016,360,3,3.0,3.0,3.0,3.0,3.0
HT_112->HT_016,720,3,3.0,3.0,3.0,3.0,3.0
HT_112->HT_016,840,4,3.0,3.0,3.0,3.0,3.0
HT_112->HT_016,960,3,3.0,3.0,3.0,3.0,3.0
HT_112->HT_016,1080,3,3.0,3.0,3.0,3.0,3.0
HT_112->HT_075,360,35,2.0,1.8857142857142857,2.0,1.8827838827838828,2.0
HT_112->HT_075,480,37,2.0,1.8918918918918919,2.0,1.8827838827838828,2.0
HT_112->HT_075,600,38,2.0,1.868421052631579,2.0,1.8827838827838828,2.0
HT_112->HT_075,720,36,2.0,1.8888888888888888,2.0,1.8827838827838828,2.0
HT_112->HT_075,840,37,2.0,1.8918918918918919,2.0,1.8827838827838828,2.0
HT_112->HT_075,960,37,2.0,1.864864864864865,2.0,1.8827838827838828,2.0
HT_112->HT_075,1080,36,2.0,1.8888888888888888,2.0,1.8827838827838828,2.0
HT_112->HT_075,1200,16,2.0,1.875,2.0,1.8827838827838828,2.0
HT_112->HT_213,240,3,1.0,1.0,2.0,1.551948051948052,1.25
HT_112->HT_213,360,22,2.0,1.5454545454545454,2.0,1.551948051948052,2.0
HT_112->HT_213,480,22,2.0,1.5454545454545454,2.0,1.551948051948052,2.0
HT_112->HT_213,600,22,2.0,1.5454545454545454,2.0,1.551948051948052,2.0
HT_112->HT_213,720,22,2.0,1.5454545454545454,2.0,1.551948051948052,2.0
HT_112->HT_213,840,22,2.0,1.5454545454545454,2.0,1.551948051948052,2.0
HT_112->HT_213,960,22,2.0,1.5454545454545454,2.0,1.551948051948052,2.0
HT_112->HT_213,1080,18,2.0,1.6666666666666667,2.0,1.551948051948052,2.0
HT_113->HT_116,360,10,4.0,4.0,4.0,4.0,4.0
HT_113->HT_116,480,11,4.0,4.0,4.0,4.0,4.0
HT_113->HT_116,600,10,4.0,4.0,4.0,4.0,4.0
HT_113->HT_116,720,11,4.0,4.0,4.0,4.0,4.0
HT_113->HT_116,840,10,4.0,4.0,4.0,4.0,4.0
HT_113->HT_116,960,10,4.0,4.0,4.0,4.0,4.0
HT_113->HT_116,1080,11,4.0,4.0,4.0,4.0,4.0
HT_114->HT_115,240,6,1.0,1.0,1.0,1.0,1.0
HT_114->HT_115,360,29,1.0,1.0,1.0,1.0,1.0
HT_114->HT_115,480,29,1.0,1.0,1.0,1.0,1.0
HT_114->HT_115,600,28,1.0,1.0,1.0,1.0,1.0
HT_114->HT_115,720,30,1.0,1.0,1.0,1.0,1.0
HT_114->HT_115,840,31,1.0,1.0,1.0,1.0,1.0
HT_114->HT_115,960,29,1.0,1.0,1.0,1.0,1.0
HT_114->HT_115,1080,27,1.0,1.0,1.0,1.0,1.0
HT_114->HT_115,1200,4,1.0,1.0,1.0,1.0,1.0
HT_115->HT_110,240,6,3.0,3.1666666666666665,3.0,3.39906103286385,3.0
HT_115->HT_110,360,29,3.0,3.413793103448276,3.0,3.39906103286385,3.0
HT_115->HT_110,480,29,3.0,3.413793103448276,3.0,3.39906103286385,3.0
HT_115->HT_110,600,28,3.0,3.4285714285714284,3.0,3.39906103286385,3.0
HT_115->HT_110,720,30,3.0,3.4,3.0,3.39906103286385,3.0
HT_115->HT_110,840,31,3.0,3.3870967741935485,3.0,3.39906103286385,3.0
HT_115->HT_110,960,29,3.0,3.413793103448276,3.0,3.39906103286385,3.0
HT_115->HT_110,1080,27,3.0,3.4444444444444446,3.0,3.39906103286385,3.0
HT_115->HT_110,1200,4,3.0,3.0,3.0,3.39906103286385,3.0
HT_116->HT_018,360,8,2.0,2.0,2.0,2.0,2.0
HT_116->HT_018,480,8,2.0,2.0,2.0,2.0,2.0
HT_116->HT_018,600,8,2.0,2.0,2.0,2.0,2.0
HT_116->HT_018,720,8,2.0,2.0,2.0,2.0,2.0
HT_116->HT_018,840,8,2.0,2.0,2.0,2.0,2.0
HT_116->HT_018,960,8,2.0,2.0,2.0,2.0,2.0
HT_116->HT_018,1080,8,2.0,2.0,2.0,2.0,2.0
HT_116->HT_042,480,3,2.0,2.0,2.0,2.0,2.0
HT_116->HT_042,720,3,2.0,2.0,2.0,2.0,2.0
HT_116->HT_042,1080,3,2.0,2.0,2.0,2.0,2.0
HT_116->HT_118,360,4,3.0,3.0,3.5,3.5,3.1
HT_116->HT_118,480,3,3.0,3.0,3.5,3.5,3.125
HT_116->HT_118,600,4,3.5,3.5,3.5,3.5,3.5
HT_116->HT_118,720,3,4.0,4.0,3.5,3.5,3.875
HT_116->HT_118,840,3,4.0,4.0,3.5,3.5,3.875
HT_116->HT_118,960,3,4.0,4.0,3.5,3.5,3.875
HT_116->HT_118,1080,3,4.0,3.6666666666666665,3.5,3.5,3.875
HT_117->HT_086,360,4,1.0,1.0,1.0,1.0,1.0
HT_117->HT_086,480,4,1.0,1.0,1.0,1.0,1.0
HT_117->HT_086,600,3,1.0,1.0,1.0,1.0,1.0
HT_117->HT_086,720,3,1.0,1.0,1.0,1.0,1.0
HT_117->HT_086,840,3,1.0,1.0,1.0,1.0,1.0
HT_117->HT_086,960,3,1.0,1.0,1.0,1.0,1.0
HT_117->HT_086,1080,4,1.0,1.0,1.0,1.0,1.0
HT_117->HT_253,360,3,3.0,3.0,3.0,3.24,3.0
HT_117->HT_253,480,4,3.0,3.0,3.0,3.24,3.0
HT_117->HT_253,600,3,3.0,3.3333333333333335,3.0,3.24,3.0
HT_117->HT_253,720,4,3.0,3.25,3.0,3.24,3.0
HT_117->HT_253,840,3,3.0,3.3333333333333335,3.0,3.24,3.0
HT_117->HT_253,960,3,3.0,3.3333333333333335,3.0,3.24,3.0
HT_117->HT_253,1080,3,3.0,3.3333333333333335,3.0,3.24,3.0
HT_118->HT_006,360,4,3.0,3.0,3.0,3.3846153846153846,3.0
HT_118->HT_006,480,3,3.0,3.0,3.0,3.3846153846153846,3.0
HT_118->HT_006,600,4,3.0,3.25,3.0,3.3846153846153846,3.0
HT_118->HT_006,720,3,4.0,3.6666666666666665,3.0,3.3846153846153846,3.75
HT_118->HT_006,840,3,4.0,3.6666666666666665,3.0,3.3846153846153846,3.75
HT_118->HT_006,960,3,4.0,3.6666666666666665,3.0,3.3846153846153846,3.75
HT_118->HT_006,1080,3,3.0,3.3333333333333335,3.0,3.3846153846153846,3.0
HT_118->HT_029,360,7,2.0,1.7285714285714289,2.0,1.9387096774193548,2.0
HT_118->HT_029,480,8,2.0,1.7625000000000002,2.0,1.9387096774193548,2.0
HT_118->HT_029,600,9,2.0,2.0,2.0,1.9387096774193548,2.0
HT_118->HT_029,720,8,2.0,2.0,2.0,1.9387096774193548,2.0
HT_118->HT_029,840,7,2.0,2.0,2.0,1.9387096774193548,2.0
HT_118->HT_029,960,8,2.0,2.0,2.0,1.9387096774193548,2.0
HT_118->HT_029,1080,8,2.0,2.0,2.0,1.9387096774193548,2.0
HT_118->HT_029,1200,6,2.0,2.0,2.0,1.9387096774193548,2.0
HT_118->HT_114,360,5,7.0,7.0,7.0,7.0,7.0
HT_118->HT_114,480,5,7.0,7.0,7.0,7.0,7.0
HT_118->HT_114,600,4,7.0,7.0,7.0,7.0,7.0
HT_118->HT_114,720,5,7.0,7.0,7.0,7.0,7.0
HT_118->HT_114,840,5,7.0,7.0,7.0,7.0,7.0
HT_118->HT_114,960,5,7.0,7.0,7.0,7.0,7.0
HT_118->HT_114,1080,5,7.0,7.0,7.0,7.0,7.0
HT_119->HT_087,240,4,3.0,3.0,3.0,3.0,3.0
HT_119->HT_087,360,10,3.0,3.0,3.0,3.0,3.0
HT_119->HT_087,480,10,3.0,3.0,3.0,3.0,3.0
HT_119->HT_087,600,10,3.0,3.0,3.0,3.0,3.0
HT_119->HT_087,720,10,3.0,3.0,3.0,3.0,3.0
HT_119->HT_087,840,10,3.0,3.0,3.0,3.0,3.0
HT_119->HT_087,960,10,3.0,3.0,3.0,3.0,3.0
HT_119->HT_087,1080,5,3.0,3.0,3.0,3.0,3.0
HT_119->HT_090,360,4,6.0,6.0,6.0,6.0,6.0
HT_119->HT_090,480,7,6.0,6.0,6.0,6.0,6.0
HT_119->HT_090,600,8,6.0,6.0,6.0,6.0,6.0
HT_119->HT_090,720,7,6.0,6.0,6.0,6.0,6.0
HT_119->HT_090,840,8,6.0,6.0,6.0,6.0,6.0
HT_119->HT_090,960,7,6.0,6.0,6.0,6.0,6.0
HT_119->HT_090,1080,8,6.0,6.0,6.0,6.0,6.0
HT_119->HT_090,1200,7,6.0,6.0,6.0,6.0,6.0
HT_119->HT_090,1320,4,6.0,6.0,6.0,6.0,6.0
HT_119->HT_119,240,4,3.0,3.0,3.0,3.0,3.0
HT_119->HT_119,360,10,3.0,3.0,3.0,3.0,3.0
HT_119->HT_119,480,10,3.0,3.0,3.0,3.0,3.0
HT_119->HT_119,600,10,3.0,3.0,3.0,3.0,3.0
HT_119->HT_119,720,10,3.0,3.0,3.0,3.0,3.0
HT_119->HT_119,840,10,3.0,3.0,3.0,3.0,3.0
HT_119->HT_119,960,10,3.0,3.0,3.0,3.0,3.0
HT_119->HT_119,1080,5,3.0,3.0,3.0,3.0,3.0
HT_119->HT_244,360,4,4.0,4.0,4.0,4.0,4.0
HT_119->HT_244,480,4,4.0,4.0,4.0,4.0,4.0
HT_119->HT_244,600,4,4.0,4.0,4.0,4.0,4.0
HT_119->HT_244,720,4,4.0,4.0,4.0,4.0,4.0
HT_119->HT_244,840,4,4.0,4.0,4.0,4.0,4.0
HT_119->HT_244,960,4,4.0,4.0,4.0,4.0,4.0
HT_119->HT_244,1080,4,4.0,4.0,4.0,4.0,4.0
HT_119->HT_247,240,5,3.0,3.0,3.0,3.0,3.0
HT_119->HT_247,360,14,3.0,3.0,3.0,3.0,3.0
HT_119->HT_247,480,17,3.0,3.0,3.0,3.0,3.0
HT_119->HT_247,600,18,3.0,3.0,3.0,3.0,3.0
HT_119->HT_247,720,17,3.0,3.0,3.0,3.0,3.0
HT_119->HT_247,840,18,3.0,3.0,3.0,3.0,3.0
HT_119->HT_247,960,17,3.0,3.0,3.0,3.0,3.0
HT_119->HT_247,1080,12,3.0,3.0,3.0,3.0,3.0
HT_119->HT_247,1200,7,3.0,3.0,3.0,3.0,3.0
HT_119->HT_247,1320,4,3.0,3.0,3.0,3.0,3.0
HT_120->HT_141,360,5,2.0,2.0,2.0,2.0,2.0
HT_120->HT_141,480,6,2.0,2.0,2.0,2.0,2.0
